Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_3,EMA_3,SMA_5,EMA_5,SMA_8,EMA_8,SMA_10,EMA_10,SMA_13,EMA_13,SMA_20,EMA_20,SMA_21,EMA_21,SMA_30,EMA_30,SMA_50,EMA_50,SMA_100,EMA_100,SMA_150,EMA_150,SMA_200,EMA_200,RSI_9,RSI_14,RSI_21,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Fast,MACD_Fast_Signal,BB_10_Middle,BB_10_Upper,BB_10_Lower,BB_10_Width,BB_10_Position,BB_20_Middle,BB_20_Upper,BB_20_Lower,BB_20_Width,BB_20_Position,BB_30_Middle,BB_30_Upper,BB_30_Lower,BB_30_Width,BB_30_Position,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,KC_Middle,ATR_20,KC_Upper,KC_Lower,DC_Upper,DC_Lower,DC_Middle,Stoch_5_K,Stoch_5_D,Stoch_14_K,Stoch_14_D,Stoch_21_K,Stoch_21_D,Stoch_K,Stoch_D,ATR_7,ATR_14,ATR_21,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R_14,Williams_R_21,Williams_R,OBV,Volume_MA_10,Volume_MA_20,Volume_MA_50,Force_Index,Force_Index_13,EMV,EMV_14,VWAP,ROC_5,ROC_10,ROC_20,ROC_30,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,SAR,Momentum,Momentum_20,Volatility,Volatility_10,HV_Ratio,Price_Change,Price_Change_3d,Price_Change_5d,Price_Change_10d,High_5d,Low_5d,High_10d,Low_10d,High_20d,Low_20d,High_50d,Low_50d,High_100d,Low_100d,High_252d,Low_252d,High_52w,Low_52w,Dist_SMA_10,Dist_EMA_10,Dist_SMA_20,Dist_EMA_20,Dist_SMA_50,Dist_EMA_50,Dist_SMA_100,Dist_EMA_100,Dist_SMA_200,Dist_EMA_200,SMA_10_Slope,SMA_10_Slope_Pct,SMA_20_Slope,SMA_20_Slope_Pct,SMA_50_Slope,SMA_50_Slope_Pct,SMA_200_Slope,SMA_200_Slope_Pct,Pivot,R1,S1,R2,S2,R3,S3,Fib_20_236,Fib_20_382,Fib_20_500,Fib_20_618,Fib_20_786,Fib_50_236,Fib_50_382,Fib_50_500,Fib_50_618,Fib_50_786,Fib_100_236,Fib_100_382,Fib_100_500,Fib_100_618,Fib_100_786,Aroon_Up,Aroon_Down,Aroon_Osc,Ultimate_Osc,CMF,AD_Line,AD_EMA_3,AD_EMA_10,Chaikin_Osc,LR_20,LR_50,Price_Volume_Corr,StdDev_20_Upper,StdDev_20_Lower,StdDev_50_Upper,StdDev_50_Lower
2024-11-19 00:00:00-05:00,52.15999984741211,53.65999984741211,51.90999984741211,52.70000076293945,80884000,0.0,0.0,0.0,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,52.70000076293945,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,52.70000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,52.756666819254555,,,,,,,,,,53.68000030517578,52.70000076293945,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7857218.226841519,-7857218.226841519,-7857218.226841519,0.0,,,,,,,
2024-11-20 00:00:00-05:00,53.880001068115234,54.16999816894531,53.060001373291016,53.720001220703125,70154500,0.0,0.0,0.0,,53.21000099182129,,53.040000915527344,,52.92666753133138,,52.88545539162375,,52.84571511404855,,52.79714366367885,,52.7927280772816,,52.7658072440855,,52.74000078089097,,52.72019879180606,,52.713510702777384,,52.71015002122566,,,,,0.08136755788428474,0.01627351157685695,0.0650940463074278,0.2833334604899136,0.0944444868299712,,,,,,,,,,,,,,,,,,,,,52.79714366367885,,,,,,,,,,,,,,,,,,,,,,,,,,70154500.0,,,,71557622.11418152,71557622.11418152,1.3132404274950739e-08,,53.17160314654738,,,,,,,,,,53.54999923706055,52.70000076293945,,,,,,1.9354847115694351,,,,,,,,,,,,,,,,,,,1.5780252299984046,,1.7479308405449614,,1.8581729717517,,1.8964314471675607,,1.9158571908272193,,,,,,,,,52.756666819254555,53.603333791097,51.853333791097,54.506666819254555,51.006666819254555,55.353333791097,50.103333791097,,,,,,,,,,,,,,,,,,,,,5415476.295787262,-1220870.9655271284,-5444001.040909013,4223130.075381884,,,,,,,
2024-11-21 00:00:00-05:00,55.40999984741211,56.505001068115234,54.40999984741211,55.900001525878906,93957600,0.0,0.0,0.0,54.106667836507164,54.5550012588501,,53.9933344523112,,53.58740841900861,,53.43355468876105,,53.282041744310035,,53.092653936269336,,53.075207481699536,,52.96801332678185,,52.86392237873364,,52.78316518257978,,52.75571587924231,,52.74188983719236,,,,,0.31809296167790535,0.07663740159706664,0.2414555600808387,1.0620373266714722,0.41697543344380483,,,,,,,,,,,,,,,,,,,,,53.092653936269336,,,,,,,,,,,,,,,,,,,,,,,,,,164112100.0,,,,204827596.67358398,90596189.90838188,4.108279891854075e-08,,54.10482700056322,,,,,,,,,,53.04999923706055,52.758800659179684,,,,,,4.0580794036460865,,,,,,,,,,,,,,,,,,,4.61591382322284,,5.287638461206737,,5.743196892190191,,5.904981886777392,,5.987862206749214,,,,,,,,,53.65000025431315,54.23999913533528,53.130002339680985,54.759997049967446,52.54000345865885,55.34999593098958,52.02000554402669,,,,,,,,,,,,,,,,,,,,,45106468.30732421,21942798.67089854,3746993.386042482,18195805.28485606,,,,,,,
2024-11-22 00:00:00-05:00,55.63999938964844,56.86000061035156,55.310001373291016,56.4900016784668,66020400,0.0,0.0,0.0,55.370001475016274,55.52250146865845,,54.82555686102974,,54.23242914333265,,53.989272323253,,53.74032173490386,,53.416210864097664,,53.385643317769286,,53.19523838172927,,53.00612156695847,,52.85656788546863,,52.80517661830489,,52.77918448237917,,,,,0.5470021311052449,0.1707103474987023,0.3762917836065426,1.6965539268996181,0.843501597929076,,,,,,,,,,,,,,,,,,,,,53.416210864097664,,,,,,,,,,,,,,,,,,,,,,,,,,230132500.0,,,,38952046.073913574,83218455.07488641,1.4732194125518664e-08,,54.55382134035974,,,,,,,,,,55.369998931884766,52.98357268371582,,,,,,1.0554564158907098,7.191652487019715,,,,,,,,,,,,,,,,,,4.631900463931135,,5.754415681392149,,6.572599557406619,,6.874138708497332,,7.03083466044557,,,,,,,,,55.605000813802086,56.80000178019206,54.70500055948894,57.70000203450521,53.50999959309896,58.89500300089519,52.60999933878581,,,,,,,,,,,,,,,,,,,,,79607527.00889906,50775162.8398988,17539817.681107316,33235345.158791486,,,,,,,
2024-11-25 00:00:00-05:00,55.40999984741211,55.4900016784668,53.66999816894531,54.02000045776367,69396700,0.0,0.0,0.0,55.470001220703125,54.77125096321106,54.56600112915039,54.55703805994105,,54.18522276876177,,53.99485925680039,,53.78027583816955,,53.473714634923,,53.44331214867787,,53.24844883824762,,53.045881523460636,,52.87960615422695,,52.82126700028448,,52.79153090999494,,,,,0.5230761450323342,0.2411835070054287,0.28189263802690556,1.3785352633868442,1.0218461530816654,,,,,,,,,,,,,,,,,,,,,53.473714634923,,,,,,,42.62626838664533,,,,,,,,,,,,,,,,,,,160735800.0,,,,-171409933.71276855,46842970.96236428,-3.947028065892628e-08,,54.52454440933366,,,,,,,,,,55.959999084472656,53.29368691784668,,,,,,-4.372457332825064,0.5584497956878868,,,56.86000061035156,51.90999984741211,,,,,,,,,,,,,,0.04656221223526307,,1.0215969220958157,,1.8363705274125972,,2.1565862276104824,,2.3270201234799726,,,,,,,,,56.220001220703125,57.130001068115234,55.58000183105469,57.77000045776367,54.67000198364258,58.68000030517578,54.03000259399414,,,,,,,,,,,,,,,,,,,,,36901988.54718325,43838575.69354103,21060212.38403021,22778363.309510816,,,,,,,
2024-11-26 00:00:00-05:00,52.439998626708984,53.994998931884766,51.540000915527344,51.70000076293945,67423300,0.0,0.0,0.0,54.070000966389976,53.235625863075256,54.36600112915039,53.60469229427385,,53.63295121191236,,53.57761225791658,,53.483093684565254,,53.3047895042579,,53.28482929542892,,53.14854896242129,,52.99310188579314,,52.8562476316272,,52.806415791842824,,52.78066991350683,,,,,0.313298531911947,0.2556065119867324,0.05769201992521461,0.5083284995871367,0.8506736019168225,,,,,,,,,,,,,,,,,,,,,53.3047895042579,,,,,,,3.007516101321807,,,,,,,,,,,,,,,,,,,93312500.0,,,,-156422035.42404175,17805112.907163423,-6.599623430843383e-08,,54.20644354843944,-1.8975331793604757,,,,,,,,,58.16999816894531,56.86000061035156,,,,,,-4.294705063244386,-7.513417975480846,-1.8975331793604757,,56.86000061035156,51.540000915527344,,,,,,,,,,,,,,-3.504470273775013,,-3.0105901481709374,,-2.4401310299602423,,-2.187531125451838,,-2.0474714556262685,,,,,,,,,54.393333435058594,55.116668701171875,53.29666519165039,56.21333694458008,52.57332992553711,56.93667221069336,51.476661682128906,,,,,,,,,,,,,,,,,,,,,-21732939.616959184,11052818.038290922,13279639.29294123,-2226821.254650308,,,,,,,
2024-11-27 00:00:00-05:00,53.83000183105469,55.4900016784668,53.65999984741211,55.029998779296875,61783500,0.0,0.0,0.0,53.583333333333336,54.132812321186066,54.62800064086914,54.079794455948196,,53.9434062268867,,53.841682534531174,,53.70408012666977,,53.4690951494997,,53.44348106668964,,53.26993282157456,,53.0729801953423,,52.899292208808774,,52.83586722214023,,52.80305129525598,,,,,0.4110133658784747,0.2866878827650809,0.12432548311339381,0.8760064954498077,0.8591178997611509,,,,,,,,,,,,,,,,,,,,,53.4690951494997,,,,,,,65.60146736784439,37.07841728527051,,,,,,,2.377857208251953,,,,,,,,,,,155096000.0,,,,205738932.44361877,44652801.41237133,5.353743063164119e-08,,54.2695125239701,2.4385657647544705,,,,,,,,,54.790000915527344,56.75360061645508,,,,,,6.441001870824903,-2.5845332904751084,2.4385657647544705,,56.86000061035156,51.540000915527344,,,,,,,,,,,,,,2.2070562969565057,,2.919263221928264,,3.6874103861352787,,4.027854592227033,,4.217459842592409,,,,,,,,,52.41166687011719,53.28333282470703,50.82833480834961,54.86666488647461,49.956668853759766,55.73833084106445,48.37333679199219,,,,,,,,,,,,,,,,,,,,,8989838.324106928,10021328.181198925,12499675.480425902,-2478347.299226977,,,,,,,
2024-11-29 00:00:00-05:00,55.47999954223633,56.36000061035156,55.209999084472656,55.209999084472656,30337300,0.0,0.0,0.0,53.97999954223633,54.67140570282936,54.49000015258789,54.45652933212302,54.34625053405762,54.224871306350245,,54.09046736179326,,53.9192114063559,,53.63489552425903,,53.604073613760825,,53.395098386922825,,53.156784857661144,,52.9450487806041,,52.86731267727046,,52.827001024501925,,,,,0.4972456576796276,0.32879943774799025,0.16844621993163733,1.1412851980705057,0.9531736658642692,,,,,,,,,,,,,,,,,,,,,53.63489552425903,,,,,,,68.98493194493642,45.864638471367535,,,,,,,2.317857469831194,,,,,,,,,,,185433300.0,,,,5460723.2582092285,39053933.10463389,4.586765445361433e-08,,54.34389088073205,-1.2343513820600047,,,,,,,,,53.34000015258789,56.64932862243653,,,,,,0.3270948740117019,2.202885258469041,-1.2343513820600047,,56.86000061035156,51.540000915527344,,,,,,,,,,,,,,2.0697394148791872,,2.9367141388412112,,3.862562854975974,,4.277926559769838,,4.510947079629719,,,,,,,,,54.72666676839193,55.79333368937175,53.96333185831706,56.55666859944662,52.89666493733724,57.62333552042644,52.133330027262375,,,,,,,,,,,,,,,,,,,,,-21347461.675893072,-5663066.747347074,6345650.5429133605,-12008717.290260434,,,,,,,
2024-12-02 00:00:00-05:00,54.65999984741211,55.54499816894531,53.75,54.47999954223633,52619400,0.0,0.0,0.0,54.90666580200195,54.575702622532845,54.087999725341795,54.464352735494124,54.56875038146973,54.28156646988049,,54.161291394601086,,53.999323997195965,,53.71538162120925,,53.68370324362223,,53.46509200984628,,53.20867562960527,,52.975443845190874,,52.88867276819717,,52.84344877094705,56.94227309543349,,,,0.500906371161058,0.36322082443060383,0.13768554673045413,1.0843999676536242,0.996915766460721,,,,,,,,,,,,,,,,,,,,,53.71538162120925,,,,,,,60.99582599281064,65.19407510186382,,,,,,,2.364286150251116,,,,,,,,,,,132813900.0,,,,-38412137.912750244,27987351.530721873,-3.8803403053820724e-08,,54.3658927128071,-3.5581555611754454,,,,,54.20000076293945,,,,53.84000015258789,56.54714206829834,,,,,,-1.3222234275342193,5.37717357499477,-3.5581555611754454,,56.36000061035156,51.540000915527344,,,,,,,,,,,,,,0.5884426671314771,,1.4234617682119866,,2.389316963047465,,2.8401002197210246,,3.0969794919763887,,,,,,,,,55.59333292643229,55.97666676839192,54.826665242513016,56.743334452311196,54.44333140055338,57.12666829427083,53.67666371663411,,,,,,,,,,,,,,,,,,,,,-31167778.560036667,-18415422.65369187,-474972.93035028095,-17940449.723341588,,,,,,,
2024-12-03 00:00:00-05:00,53.619998931884766,54.939998626708984,53.28300094604492,54.459999084472656,39000400,0.0,0.0,0.0,54.71666590372721,54.51785085350275,54.17599945068359,54.46290151848697,54.66125011444092,54.32121816201208,54.37100028991699,54.21560188366864,,54.06513472394978,,53.78629757009148,,53.75427559279045,,53.529279563047986,,53.257747137639285,,53.004840978642,,52.90948503728691,,52.85953384869357,56.853575936985,,,,0.49647063869771557,0.3898707872840262,0.10659985141368938,1.0229461775002449,1.0055925701405624,54.37100028991699,57.23530085107951,51.50669972875448,5.728601122325031,0.5155358686449342,,,,,,,,,,,,,,,,53.78629757009148,,,,,,,60.58087871003075,63.520545549259275,,,,,,,2.203142983572824,,,,,,,,,,,93813500.0,63157710.0,,,-780025.8529663086,23877726.19019499,-2.2772832939717173e-08,,54.3573571143091,0.8145105941881725,,,,,54.20000076293945,,,,53.220001220703125,56.44699924524292,,,,,,-0.03671156008026033,-1.0357981236929654,0.8145105941881725,,56.36000061035156,51.540000915527344,56.86000061035156,51.540000915527344,,,,,,,,,,,0.16368798455261957,0.45078758201084546,,1.2525523131672085,,2.2574217112982122,,2.7453305754034862,,3.0277702417132435,,,,,,,,,54.59166590372721,55.43333180745442,53.63833363850911,56.386664072672524,52.7966677347819,57.228329976399735,51.8433354695638,,,,,,,,,,,,,,,,,,,,,-14762671.680219367,-16589047.166955618,-3072736.3394173877,-13516310.82753823,,,,,,,
